Q_ENT;Q_NOMENT;Q_GRUPO;Q_NOMGRUPO;Q_PARTIDA;Q_NOMPARTIDA;Q_FTE;Q_ASIG;Q_VIG;Q_COMP;Q_ORD;Q_PAG;Q_SAL;Q_VAR
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;11268;819647275;1102295637;994325145;994325145;994325145;107970492;90,20494245
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;11741;739851490;820545518;709404787,7;709404787,7;709404787,7;111140730,3;86,45526325
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;22244;875787500;876901470;0;0;0;876901470;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;22274;5952052069;5952052069;2586758364;2586758364;2586758364;3365293705;43,45994178
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;22291;0;54170998,26;0;0;0;54170998,26;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;22444;107967000;193060531,7;192957699,8;192957699,8;192957699,8;102831,97;99,94673589
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;22465;1694659000;1694659000;0;0;0;1694659000;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;22491;0;177217574,8;177217574,8;177217574,8;177217574,8;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;24427;0;107307000;99934930,92;99934930,92;99934930,92;7372069,08;93,12992714
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;33242;199312058;939312058;565593221,5;565593221,5;565593221,5;373718836,5;60,21355914
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;33243;1465050000;1465050000;294398343,1;294398343,1;294398343,1;1170651657;20,09476421
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;33254;1742742147;1742742147;1609035601;1609035601;1609035601;133706546,5;92,32780669
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;34464;0;94728785,57;94728785,57;94728785,57;94728785,57;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;34563;0;11304726;11304726;11304726;11304726;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;3;CONSTRUCCIONES;422;CONSTRUCCIONES EN BIENES DE DOMINIO PUBLICO;34598;0;5401326,41;0;0;0;5401326,41;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;411;TIERRAS Y TERRENOS;11253;1089433;0;0;0;0;0;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;411;TIERRAS Y TERRENOS;11268;0;685499,57;685499,57;685499,57;685499,57;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;411;TIERRAS Y TERRENOS;11741;10530355;5530355;0;0;0;5530355;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;413;OTROS BIENES PREEXISTENTES;11253;0;10000000;9800000;9800000;9800000;200000;98
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;413;OTROS BIENES PREEXISTENTES;11268;0;49000000;19600000;19600000;19600000;29400000;40
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;413;OTROS BIENES PREEXISTENTES;11741;0;19800000;19600000;19600000;19600000;200000;98,98989899
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;432;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;11253;33000000;17708296;17708296;17708296;17708296;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;432;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;11264;0;20341110;20341110;20341110;20341110;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;432;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;11268;26227402;10799700;10799700;10799700;10799700;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;432;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;11741;0;35840640;30891640;30891640;30891640;4949000;86,19165283
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;432;EQUIPO DE TRANSPORTE, TRACCION Y ELEVACION;34464;0;13560740;13560740;13560740;13560740;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;433;EQUIPO SANITARIO Y DE LABORATORIO;11268;0;6970219,27;6970219,27;6970219,27;6970219,27;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;434;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;11235;92920;92920;18180;18180;18180;74740;19,56521739
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;434;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;11253;1838041;410517;59000;59000;59000;351517;14,37212101
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;434;EQUIPO DE COMUNICACION Y SEÑALAMIENTO;12717;0;45000;37434;37434;37434;7566;83,18666667
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;435;EQUIPO EDUCACIONAL Y RECREATIVO;11235;0;60000;59000;59000;59000;1000;98,33333333
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;435;EQUIPO EDUCACIONAL Y RECREATIVO;11253;0;181000;181000;181000;181000;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;435;EQUIPO EDUCACIONAL Y RECREATIVO;11268;0;59000;0;0;0;59000;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;435;EQUIPO EDUCACIONAL Y RECREATIVO;12717;0;115493,38;0;0;0;115493,38;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;436;EQUIPO PARA COMPUTACION;10;0;2479211,91;1798802;1798802;1798802;680409,91;72,55539523
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;436;EQUIPO PARA COMPUTACION;11235;235056;2835056;2682712,55;2682712,55;2682712,55;152343,45;94,62643948
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;436;EQUIPO PARA COMPUTACION;11253;6913505;9202398,49;4182656;4182656;4182656;5019742,49;45,45180264
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;436;EQUIPO PARA COMPUTACION;11268;0;9756848;9190768,24;9190768,24;9190768,24;566079,76;94,19812874
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;436;EQUIPO PARA COMPUTACION;11741;54196;4054196;2007072;2007072;2007072;2047124;49,50604263
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;436;EQUIPO PARA COMPUTACION;12717;792882;187164,88;0;0;0;187164,88;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;437;EQUIPOS DE OFICINA Y MUEBLES;11235;374132;2504832;2253200;2253200;2253200;251632;89,95413664
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;437;EQUIPOS DE OFICINA Y MUEBLES;11253;2231276;1939571;500950,04;500950,04;500950,04;1438620,96;25,82787843
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;437;EQUIPOS DE OFICINA Y MUEBLES;11268;0;2934780;2861567,54;2861567,54;2861567,54;73212,46;97,505351
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;437;EQUIPOS DE OFICINA Y MUEBLES;12717;0;0;0;0;0;0;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;437;EQUIPOS DE OFICINA Y MUEBLES;12917;0;42950;42950;42950;42950;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;438;HERRAMIENTAS Y REPUESTOS MAYORES;10;0;1229035,99;1229035,99;1229035,99;1229035,99;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;438;HERRAMIENTAS Y REPUESTOS MAYORES;11235;981162;487162;0;0;0;487162;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;438;HERRAMIENTAS Y REPUESTOS MAYORES;11253;4113513;49933;0;0;0;49933;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;438;HERRAMIENTAS Y REPUESTOS MAYORES;11268;8451590;2421316,58;1213867,96;1213867,96;1213867,96;1207448,62;50,13255887
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;438;HERRAMIENTAS Y REPUESTOS MAYORES;11741;6357200;813500;0;0;0;813500;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;10;0;1291752,1;1291752,1;1291752,1;1291752,1;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;11235;236846;621846;142251,6;142251,6;142251,6;479594,4;22,87569591
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;11253;217969;8426685,47;7739706,04;7739706,04;7739706,04;686979,43;91,84757242
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;11264;39440754;32834490,01;32834490,01;32834490,01;32834490,01;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;11268;0;5472808,27;3444923,36;3444923,36;3444923,36;2027884,91;62,94617297
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;11741;2370725;2793725;423000;423000;423000;2370725;15,14107509
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;12717;0;190000;84137,16;84137,16;84137,16;105862,84;44,28271579
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;439;EQUIPOS VARIOS;34464;0;2110021,34;2110021,34;2110021,34;2110021,34;0;100
 0013;DIRECCION DE VIALIDAD PROVINCIAL;4;RESTO BIENES DE USO;441;EQUIPOS DE SEGURIDAD VARIOS;11253;0;711640;211640;211640;211640;500000;29,73975606
 0013;DIRECCION DE VIALIDAD PROVINCIAL;5;TRANSFERENCIAS;519;TRANSFERENCIAS A EMPRESAS PRIVADAS;10;0;538000;535667,36;535667,36;535667,36;2332,64;99,56642379
 0013;DIRECCION DE VIALIDAD PROVINCIAL;5;TRANSFERENCIAS;519;TRANSFERENCIAS A EMPRESAS PRIVADAS;11253;0;1400000;377883,77;377883,77;377883,77;1022116,23;26,99169786
 0013;DIRECCION DE VIALIDAD PROVINCIAL;5;TRANSFERENCIAS;524;TRANSF. A OTRAS INST. CULT. Y SOC. SIN FINES DE LUCRO;11253;0;291200;0;0;0;291200;0
 0013;DIRECCION DE VIALIDAD PROVINCIAL;5;TRANSFERENCIAS;524;TRANSF. A OTRAS INST. CULT. Y SOC. SIN FINES DE LUCRO;12717;0;291200;291200;291200;291200;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;111;RETRIBUCION DEL CARGO;10;273379207;98531419,94;95559810,48;95559810,48;85452552,62;2971609,46;96,98409963
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;113;ADICIONALES;10;0;172631150;172631150;172631150;151620237,2;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;114;SUELDO ANUAL COMPLEMENTARIO Y OTROS BENEFICIOS;10;22058600;25227022;25226922,63;25226922,63;24959317,22;99,37;99,9996061
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;115;CONTRIBUCIONES PATRONALES PARA JUBILACION;10;0;46572684,49;46572684,48;46572684,48;41790626,36;0,01;99,99999998
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;116;APORTE PATRONAL PARA OBRA SOCIAL;10;9570000;17501602,2;17501565,31;17501565,31;15703712,71;36,89;99,99978922
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;117;COMPLEMENTOS;10;0;3334100;3334100;3334100;3063560;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;118;OTRAS CONTRIBUCIONES PATRONALES;10;6972259;2143150,17;2143107,41;2143107,41;1922562,28;42,76;99,99800481
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;121;RETRIBUCION DEL CARGO;10;10368729;2984878;2984818,47;2984818,47;2648298,47;59,53;99,99800561
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;122;ADICIONALES;10;0;5549224,49;5549224,49;5549224,49;4931531,45;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;123;SUELDO ANUAL COMPLEMENTARIO Y OTROS BENEFICIOS;10;0;789593,37;789593,37;789593,37;789593,37;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;124;CONTRIBUCIONES PATRONALES PARA JUBILACION;10;0;1475141,88;1475141,88;1475141,88;1322467,79;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;125;APORTE PATRONAL PARA OBRA SOCIAL;10;0;553178,24;553178,24;553178,24;495925,46;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;127;OTRAS CONTRIBUCIONES PATRONALES;10;0;69147,21;69147,21;69147,21;61990,61;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;131;RETRIBUCIONES EXTRAORDINARIAS;10;9523053;0;0;0;0;0;0
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;141;ASIGNACIONES FAMILIARES VARIAS;10;607685;2703491;2703491;2703491;2294155;0;100
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;151;ASISTENCIAS SOCIALES VARIAS;10;19976709;1510459;1510000;1510000;1510000;459;99,96961189
 0014;INSTITUTO DE COLONIZACION;1;GASTOS DE PERSONAL;151;ASISTENCIAS SOCIALES VARIAS;21112;0;25769501,72;25769416,67;25769416,67;22869416,67;85,05;99,99966996
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;12319;2000000;979000;17500;17500;17500;961500;1,787538304
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;12918;2900000;450100;161764,66;161764,66;161764,66;288335,34;35,93971562
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;12931;1500000;873746;229520,01;229520,01;181520,01;644225,99;26,26850481
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;14216;700000;340000;0;0;0;340000;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;16311;500000;1338972,43;0;0;0;1338972,43;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;211;ALIMENTOS PARA PERSONAS;21112;7150000;3464900;25669,4;25669,4;25669,4;3439230,6;0,740841006
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;214;PRODUCTOS AGROFORESTALES;12918;0;11000;10400;10400;10400;600;94,54545455
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;214;PRODUCTOS AGROFORESTALES;12931;0;30900;30900;30900;30900;0;100
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;215;MADERA, CORCHO Y SUS MANUFACTURAS;12918;0;12250;12150;12150;12150;100;99,18367347
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;215;MADERA, CORCHO Y SUS MANUFACTURAS;21112;750000;743500;0;0;0;743500;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;222;PRENDAS DE VESTIR;12931;0;56000;55480;55480;55480;520;99,07142857
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;223;CONFECCIONES TEXTILES;12918;0;4000;400;400;400;3600;10
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;229;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12918;0;10000;8000;8000;8000;2000;80
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;229;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12931;0;22000;9652,08;9652,08;9652,08;12347,92;43,87309091
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;231;PAPEL DE ESCRITORIO Y CARTON;12918;0;167200;157609,69;157609,69;157609,69;9590,31;94,26416866
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;231;PAPEL DE ESCRITORIO Y CARTON;12931;20000;80600;60550;60550;60550;20050;75,12406948
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;231;PAPEL DE ESCRITORIO Y CARTON;21112;150000;190008;48861,36;48861,36;48861,36;141146,64;25,71542251
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;232;PAPEL PARA COMPUTACION;12931;480000;615000;273170;273170;273170;341830;44,41788618
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;232;PAPEL PARA COMPUTACION;21112;450000;1279985,68;0;0;0;1279985,68;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;233;PRODUCTOS DE ARTES GRAFICAS;12918;0;30000;22565;22565;22565;7435;75,21666667
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;233;PRODUCTOS DE ARTES GRAFICAS;12931;0;10000;0;0;0;10000;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;234;PRODUCTOS DE PAPEL Y CARTON;12918;0;45000;41859,04;41859,04;41859,04;3140,96;93,02008889
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;234;PRODUCTOS DE PAPEL Y CARTON;12931;0;14100;5892,81;5892,81;5892,81;8207,19;41,79297872
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;234;PRODUCTOS DE PAPEL Y CARTON;21112;0;58400;13227,15;13227,15;13227,15;45172,85;22,64922945
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;235;LIBROS, REVISTAS Y PERIODICOS;12918;0;17000;16923,62;16923,62;16923,62;76,38;99,55070588
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;235;LIBROS, REVISTAS Y PERIODICOS;12931;0;2000;0;0;0;2000;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;242;ARTICULOS DE CAUCHO;12931;0;0;0;0;0;0;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;243;CUBIERTAS Y CAMARAS DE AIRE;12931;1500000;882500;16000;16000;16000;866500;1,813031161
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;243;CUBIERTAS Y CAMARAS DE AIRE;21112;200000;2049000;0;0;0;2049000;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;251;COMPUESTOS QUIMICOS;12918;0;23500;22500,4;22500,4;22500,4;999,6;95,74638298
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;251;COMPUESTOS QUIMICOS;12931;0;3100;3100;3100;3100;0;100
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;251;COMPUESTOS QUIMICOS;21112;0;930;930;930;930;0;100
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;252;PRODUCTOS FARMACEUTICOS Y MEDICINALES;12918;0;1500;1051,5;1051,5;1051,5;448,5;70,1
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;252;PRODUCTOS FARMACEUTICOS Y MEDICINALES;12931;0;500;370;370;370;130;74
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;252;PRODUCTOS FARMACEUTICOS Y MEDICINALES;21112;0;3300;2452,9;2452,9;2452,9;847,1;74,33030303
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;254;INSECTICIDAS, FUMIGANTES Y OTROS;12918;0;21500;15463,08;15463,08;15463,08;6036,92;71,92130233
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;254;INSECTICIDAS, FUMIGANTES Y OTROS;12931;0;1200;1200;1200;1200;0;100
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;254;INSECTICIDAS, FUMIGANTES Y OTROS;21112;0;1890;1390;1390;1390;500;73,54497355
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;255;TINTAS, PINTURAS Y COLORANTES;12918;0;20000;10681,89;10681,89;10681,89;9318,11;53,40945
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;255;TINTAS, PINTURAS Y COLORANTES;12931;0;21280,91;21280,91;21280,91;21280,91;0;100
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;256;COMBUSTIBLES Y LUBRICANTES;12319;500000;424000;70000,44;70000,44;70000,44;353999,56;16,50953774
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;256;COMBUSTIBLES Y LUBRICANTES;12918;850000;24737900;2699425,61;2699425,61;2699425,61;22038474,39;10,91210495
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;256;COMBUSTIBLES Y LUBRICANTES;12931;3000000;90131909,09;6474069,48;6380069,48;6377055,88;83657839,61;7,182882894
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;256;COMBUSTIBLES Y LUBRICANTES;14216;0;6160000;327954,95;327954,95;327954,95;5832045,05;5,323943994
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;256;COMBUSTIBLES Y LUBRICANTES;16311;500000;30070834,62;0;0;0;30070834,62;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;256;COMBUSTIBLES Y LUBRICANTES;21112;1000000;55659749,42;18999,99;18999,99;18999,99;55640749,43;0,03413596
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;258;PRODUCTOS DE MATERIAL PLASTICO;12918;0;40860;27927,02;27927,02;27927,02;12932,98;68,34806657
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;258;PRODUCTOS DE MATERIAL PLASTICO;12931;0;29000;8870;8870;8870;20130;30,5862069
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;258;PRODUCTOS DE MATERIAL PLASTICO;21112;0;56300;10108,6;10108,6;10108,6;46191,4;17,95488455
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;264;PRODUCTOS DE CEMENTO,ASBESTO Y YESO;21112;0;250;250;250;250;0;100
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;269;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12931;0;4310;4310;4310;4310;0;100
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;271;PRODUCTOS FERROSOS;12918;0;62500;52050;52050;52050;10450;83,28
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;271;PRODUCTOS FERROSOS;12931;0;2000;0;0;0;2000;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;275;HERRAMIENTAS MENORES;21112;0;40000;17188,92;17188,92;17188,92;22811,08;42,9723
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;279;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12918;0;108500;72111,26;72111,26;72111,26;36388,74;66,46199078
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;279;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;12931;0;125000;101750;101750;101750;23250;81,4
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;279;OTROS NO ESPECIFICADOS PRECEDENTEMENTE;21112;0;11600;11600;11600;11600;0;100
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;291;ELEMENTOS DE LIMPIEZA;12918;0;278000;265306,97;265306,97;265306,97;12693,03;95,43416187
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;291;ELEMENTOS DE LIMPIEZA;12931;420000;360000;59199,95;59199,95;59199,95;300800,05;16,44443056
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;291;ELEMENTOS DE LIMPIEZA;16311;100000;100000;0;0;0;100000;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;291;ELEMENTOS DE LIMPIEZA;21112;750000;521000;57723,66;57723,66;57723,66;463276,34;11,07939731
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;12918;0;582390;490322,68;490322,68;490322,68;92067,32;84,1914662
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;12931;670000;1000000;599047,04;599047,04;599047,04;400952,96;59,904704
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;16311;50000;50000;0;0;0;50000;0
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;292;UTILES DE ESCRITORIO, OFICINA Y ENSENANZA;21112;830000;688800;103140;103140;103140;585660;14,9738676
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;293;UTILES Y MATERIALES ELECTRICOS;12918;0;94000;84818,71;84818,71;84818,71;9181,29;90,23267021
 0014;INSTITUTO DE COLONIZACION;2;BIENES Y SERVICIOS;293;UTILES Y MATERIALES ELECTRICOS;12931;600000;436500;122707,6;122707,6;122707,6;313792,4;28,11170676
